name,state,constituency,wikipedia,party_id,party,term,source,area,coalition,coalition_id
Justine Jinggot,Sarawak,Ulu Rajang,,SNAP,Sarawak National Party,7,"","Ulu Rajang, Sarawak",Barisan Nasional,BN
Kadoh Agundong,Sabah,Padas,,PBS,Parti Bersatu Sabah,7,"","Padas, Sabah",Barisan Nasional,BN
Kamaruzaman Ahmad,Selangor,Tanjung Karang,,UMNO,United Malays National Organisation,7,"","Tanjung Karang, Selangor",Barisan Nasional,BN
Karpal Singh,Penang,Jelutong,http://en.wikipedia.org/wiki/Karpal_Singh,DAP,Democratic Action Party,7,"","Jelutong, Penang",,
Lau Dak Kee,Perak,Pasir Pinji,,DAP,Democratic Action Party,7,"","Pasir Pinji, Perak",,
Lainus Andrew Luwak,Sarawak,Serian,,IND,Independent,7,"","Serian, Sarawak",,
Law Hai Leng,Johor,Pontian,,MCA,Malaysian Chinese Association,7,"","Pontian, Johor",Barisan Nasional,BN
Lee Lam Thye,Federal Territory,Bukit Bintang,http://en.wikipedia.org/wiki/Lee_Lam_Thye,DAP,Democratic Action Party,7,"","Bukit Bintang, Federal Territory",,
Leo Michael Toyad,Sarawak,Mukah,http://en.wikipedia.org/wiki/Leo_Michael_Toyad,PBB,Parti Pesaka Bumiputera Bersatu,7,"","Mukah, Sarawak",Barisan Nasional,BN
Paul Leong Khee Seong,Perak,Taiping,,Gerakan,Parti Gerakan Rakyat Malaysia,7,"","Taiping, Perak",Barisan Nasional,BN
Liew Ah Kim,Federal Territory,Seputeh,,DAP,Democratic Action Party,7,"","Seputeh, Federal Territory",,
Lim Ah Lek,Pahang,Bentong,,MCA,Malaysian Chinese Association,7,"","Bentong, Pahang",Barisan Nasional,BN
Lim Guan Eng,Malacca,Kota Melaka,http://en.wikipedia.org/wiki/Lim_Guan_Eng,DAP,Democratic Action Party,7,"","Kota Melaka, Malacca",,
Lim Kit Siang,Penang,Tanjong,http://en.wikipedia.org/wiki/Lim_Kit_Siang,DAP,Democratic Action Party,7,"","Tanjong, Penang",,
Ling Chooi Sieng,Johor,Kluang,,MCA,Malaysian Chinese Association,7,"","Kluang, Johor",Barisan Nasional,BN
Loke Yuen Yow,Perak,Tanjong Malim,,MCA,Malaysian Chinese Association,7,"","Tanjong Malim, Perak",Barisan Nasional,BN
Henry Madatang Morejal,Sabah,Bandau,,PBS,Parti Bersatu Sabah,7,"","Bandau, Sabah",Barisan Nasional,BN
Maidom Pansai,Sabah,Kota Belud,,PBS,Parti Bersatu Sabah,7,"","Kota Belud, Sabah",Barisan Nasional,BN
Metah Asang,Sabah,Jambongan,,PBS,Parti Bersatu Sabah,7,"","Jambongan, Sabah",Barisan Nasional,BN
Muhammad Abdullah,Pahang,Maran,,UMNO,United Malays National Organisation,7,"","Maran, Pahang",Barisan Nasional,BN
Mohamad Subky Abdul Raof,Penang,Balik Pulau,,UMNO,United Malays National Organisation,7,"","Balik Pulau, Penang",Barisan Nasional,BN
Mohamed Ali,Kelantan,Nilam Puri,,UMNO,United Malays National Organisation,7,"","Nilam Puri, Kelantan",Barisan Nasional,BN
Mohamed Isa,Kelantan,Kuala Kerai,,UMNO,United Malays National Organisation,7,"","Kuala Kerai, Kelantan",Barisan Nasional,BN
Mohamed Jamrah,Perak,Bagan Datok,,UMNO,United Malays National Organisation,7,"","Bagan Datok, Perak",Barisan Nasional,BN
Mohamed Rahmat,Johor,Pulai,http://en.wikipedia.org/wiki/Mohamed_Rahmat,UMNO,United Malays National Organisation,7,"","Pulai, Johor",Barisan Nasional,BN
Mohamed Sam Sailan,Johor,Muar,,UMNO,United Malays National Organisation,7,"","Muar, Johor",Barisan Nasional,BN
Mohamed Tawfik Ismail,Johor,Sungai Benut,,UMNO,United Malays National Organisation,7,"","Sungai Benut, Johor",Barisan Nasional,BN
Mohamed Yaacob,Kelantan,Rantau Panjang,http://en.wikipedia.org/wiki/Mohamed_Yaacob,UMNO,United Malays National Organisation,7,"","Rantau Panjang, Kelantan",Barisan Nasional,BN
Mohammad Abu Bakar Rautin Ibrahim,Kedah,Kuala Kedah,,UMNO,United Malays National Organisation,7,"","Kuala Kedah, Kedah",Barisan Nasional,BN
Mohammed Yusoff Abdul Latib,Penang,Tasek Gelugor,,UMNO,United Malays National Organisation,7,"","Tasek Gelugor, Penang",Barisan Nasional,BN
Mohd. Adib Mohd. Adam,Malacca,Alor Gajah,,UMNO,United Malays National Organisation,7,"","Alor Gajah, Malacca",Barisan Nasional,BN
Mohd. Khalid Mohd. Yunus,Negeri Sembilan,Jempol,,UMNO,United Malays National Organisation,7,"","Jempol, Negeri Sembilan",Barisan Nasional,BN
Mohd. Noh Rajab,Negeri Sembilan,Tampin,,UMNO,United Malays National Organisation,7,"","Tampin, Negeri Sembilan",Barisan Nasional,BN
Mohd. Sharif Jajang,Selangor,Sepang,,UMNO,United Malays National Organisation,7,"","Sepang, Selangor",Barisan Nasional,BN
Mohd. Tamrin Abdul Ghafar,Malacca,Batu Berendam,,UMNO,United Malays National Organisation,7,"","Batu Berendam, Malacca",Barisan Nasional,BN
Mohd. Zain Abdullah,Kelantan,Bachok,,HAMIN,Parti Hizbul Muslimin Malaysia,7,"","Bachok, Kelantan",Barisan Nasional,BN
Mohd. Zihin Mohd. Hassan,Perak,Larut,,UMNO,United Malays National Organisation,7,"","Larut, Perak",Barisan Nasional,BN
Musa Hitam,Johor,Kota Tinggi,http://en.wikipedia.org/wiki/Musa_Hitam,UMNO,United Malays National Organisation,7,"","Kota Tinggi, Johor",Barisan Nasional,BN
Mustapha Harun,Sabah,Limbawang,http://en.wikipedia.org/wiki/Mustapha_Harun,USNO,United Sabah National Organisation,7,"","Limbawang, Sabah",Barisan Nasional,BN
Mutang Tagal,Sarawak,Bukit Mas,,PBB,Parti Pesaka Bumiputera Bersatu,7,"","Bukit Mas, Sarawak",Barisan Nasional,BN
Nasruddin Alang Saidin,Perak,Parit,,UMNO,United Malays National Organisation,7,"","Parit, Perak",Barisan Nasional,BN
Ngoi Thiam Woh,Perak,Kampar,,DAP,Democratic Action Party,7,"","Kampar, Perak",,
Nicholas Munong Ibau,Sarawak,Rajang,,IND,Independent,7,"","Rajang, Sarawak",,
Nurnikman Abdullah,Sabah,Kimanis,,USNO,United Sabah National Organisation,7,"","Kimanis, Sabah",Barisan Nasional,BN
Joe Ojihi Supiring,Sabah,Marudu,,IND,Independent,7,"","Marudu, Sabah",,
Osu Sukam,Sabah,Papar,http://en.wikipedia.org/wiki/Osu_Sukam,USNO,United Sabah National Organisation,7,"","Papar, Sabah",Barisan Nasional,BN
Othman Abdul,Kedah,Pendang,http://en.wikipedia.org/wiki/Othman_Abdul,UMNO,United Malays National Organisation,7,"","Pendang, Kedah",Barisan Nasional,BN
Joseph Pairin Kitingan,Sabah,Keningau,http://en.wikipedia.org/wiki/Joseph_Pairin_Kitingan,PBS,Parti Bersatu Sabah,7,"","Keningau, Sabah",Barisan Nasional,BN
M. G. Pandithan,Perak,Tapah,http://en.wikipedia.org/wiki/M._G._Pandithan,MIC,Malaysian Indian Congress,7,"","Tapah, Perak",Barisan Nasional,BN
Patau Rubis,Sarawak,Mas Gading,,PBB,Parti Pesaka Bumiputera Bersatu,7,"","Mas Gading, Sarawak",Barisan Nasional,BN
P. Patto,Perak,Ipoh,,DAP,Democratic Action Party,7,"","Ipoh, Perak",,
Peter Paul Dason,Penang,Bayan Baru,,DAP,Democratic Action Party,7,"","Bayan Baru, Penang",,
Peter Tinggom Kamarau,Sarawak,Saratok,,SNAP,Sarawak National Party,7,"","Saratok, Sarawak",Barisan Nasional,BN
Pitting Mohd. Ali,Sabah,Kinabatangan,,USNO,United Sabah National Organisation,7,"","Kinabatangan, Sabah",Barisan Nasional,BN
Railey Jeffrey,Sabah,Silam,,USNO,United Sabah National Organisation,7,"","Silam, Sabah",Barisan Nasional,BN
Saidin Mat Piah,Perak,Tasik Chenderoh,,UMNO,United Malays National Organisation,7,"","Tasik Chenderoh, Perak",Barisan Nasional,BN
Sakaran Dandai,Sabah,Semporna,,USNO,United Sabah National Organisation,7,"","Semporna, Sabah",Barisan Nasional,BN
Shahidan Kassim,Perlis,Arau,http://en.wikipedia.org/wiki/Shahidan_Kassim,UMNO,United Malays National Organisation,7,"","Arau, Perlis",Barisan Nasional,BN
Shahrir Abdul Samad,Johor,Johor Bahru,http://en.wikipedia.org/wiki/Shahrir_Abdul_Samad,IND,Independent,7,"","Johor Bahru, Johor",,
Shariffah Dorah Syed Mohammed,Johor,Parit Sulong,,UMNO,United Malays National Organisation,7,"","Parit Sulong, Johor",Barisan Nasional,BN
Sim Kwang Yang,Sarawak,Bandar Kuching,,DAP,Democratic Action Party,7,"","Bandar Kuching, Sarawak",,
S. S. Subramaniam,Selangor,Hulu Selangor,,MIC,Malaysian Indian Congress,7,"","Hulu Selangor, Selangor",Barisan Nasional,BN
Suleiman Mohamed,Federal Territory,Titiwangsa,,UMNO,United Malays National Organisation,7,"","Titiwangsa, Federal Territory",Barisan Nasional,BN
Daniel Tajem Miri,Sarawak,Batang Lupar,,PBDS,Parti Bansa Dayak Sarawak,7,"","Batang Lupar, Sarawak",Barisan Nasional,BN
Tan Kok Wai,Federal Territory,Sungai Besi,http://en.wikipedia.org/wiki/Tan_Kok_Wai,DAP,Democratic Action Party,7,"","Sungai Besi, Federal Territory",,
Tan Seng Giaw,Federal Territory,Kepong,http://en.wikipedia.org/wiki/Tan_Seng_Giaw,DAP,Democratic Action Party,7,"","Kepong, Federal Territory",,
Taimin Lumaing,Sabah,Pensiangan,,PBS,Parti Bersatu Sabah,7,"","Pensiangan, Sabah",Barisan Nasional,BN
Teoh Teik Huat,Penang,Bagan,,DAP,Democratic Action Party,7,"","Bagan, Penang",,
Thomas Salang Siden,Sarawak,Julau,,PBDS,Parti Bansa Dayak Sarawak,7,"","Julau, Sarawak",Barisan Nasional,BN
Tieu Sung Seng,Sarawak,Sibu,,SUPP,Sarawak United Peoples' Party,7,"","Sibu, Sarawak",Barisan Nasional,BN
Ting Chek Ming,Perak,Batu Gajah,,DAP,Democratic Action Party,7,"","Batu Gajah, Perak",,
Ting Chew Peh,Perak,Gopeng,,MCA,Malaysian Chinese Association,7,"","Gopeng, Perak",Barisan Nasional,BN
Ting Ling Kiew,Sarawak,Bintulu,,SNAP,Sarawak National Party,7,"","Bintulu, Sarawak",Barisan Nasional,BN
D. P. Vijandran,Selangor,Kapar,,MIC,Malaysian Indian Congress,7,"","Kapar, Selangor",Barisan Nasional,BN
Wan Omar Wan Majid,Kelantan,Pasir Puteh,,UMNO,United Malays National Organisation,7,"","Pasir Puteh, Kelantan",Barisan Nasional,BN
Yahaya Mohd. Shafie,Perak,Tambun,,UMNO,United Malays National Organisation,7,"","Tambun, Perak",Barisan Nasional,BN
Siti Zainabon Abu Bakar,Johor,Tebrau,,UMNO,United Malays National Organisation,7,"","Tebrau, Johor",Barisan Nasional,BN
Zainal Abidin Johari,Kedah,Sik,,UMNO,United Malays National Organisation,7,"","Sik, Kedah",Barisan Nasional,BN
Zakaria Abdul Rahman,Terengganu,Besut,,UMNO,United Malays National Organisation,7,"","Besut, Terengganu",Barisan Nasional,BN
Zubir Embong,Terengganu,Kuala Terengganu,,UMNO,United Malays National Organisation,7,"","Kuala Terengganu, Terengganu",Barisan Nasional,BN
Mohamed Zahir Ismail,"","",http://en.wikipedia.org/wiki/Mohamed_Zahir_Ismail,UMNO,United Malays National Organisation,8,"","",Barisan Nasional,BN
Ong Tee Keat,Selangor,Ampang Jaya,http://en.wikipedia.org/wiki/Ong_Tee_Keat,MCA,Malaysian Chinese Association,8,"","Ampang Jaya, Selangor",Barisan Nasional,BN
Juhar Mahiruddin,Sabah,Kinabatangan,http://en.wikipedia.org/wiki/Juhar_Mahiruddin,UMNO,United Malays National Organisation,8,"","Kinabatangan, Sabah",Barisan Nasional,BN
Mahathir Mohamad,Kedah,Kubang Pasu,http://en.wikipedia.org/wiki/Mahathir_Mohamad,UMNO,United Malays National Organisation,8,"","Kubang Pasu, Kedah",Barisan Nasional,BN
Abdul Ghafar Baba,Malacca,Jasin,http://en.wikipedia.org/wiki/Ghafar_Baba,UMNO,United Malays National Organisation,8,"","Jasin, Malacca",Barisan Nasional,BN
Ling Liong Sik,Johor,Labis,http://en.wikipedia.org/wiki/Ling_Liong_Sik,MCA,Malaysian Chinese Association,8,"","Labis, Johor",Barisan Nasional,BN
Samy Vellu,Perak,Sungai Siput,http://en.wikipedia.org/wiki/Samy_Vellu,MIC,Malaysian Indian Congress,8,"","Sungai Siput, Perak",Barisan Nasional,BN
Lim Keng Yaik,Perak,Beruas,http://en.wikipedia.org/wiki/Lim_Keng_Yaik,Gerakan,Parti Gerakan Rakyat Malaysia,8,"","Beruas, Perak",Barisan Nasional,BN
Leo Moggie Irok,Sarawak,Kanowit,,PBDS,Parti Bansa Dayak Sarawak,8,"","Kanowit, Sarawak",Barisan Nasional,BN
Rafidah Aziz,Perak,Kuala Kangsar,http://en.wikipedia.org/wiki/Rafidah_Aziz,UMNO,United Malays National Organisation,8,"","Kuala Kangsar, Perak",Barisan Nasional,BN
Sulaiman Daud,Sarawak,Petra Jaya,http://en.wikipedia.org/wiki/Sulaiman_Daud,PBB,Parti Pesaka Bumiputera Bersatu,8,"","Petra Jaya, Sarawak",Barisan Nasional,BN
Sanusi Junid,Kedah,Jerlun-Langkawi,,UMNO,United Malays National Organisation,8,"","Jerlun-Langkawi, Kedah",Barisan Nasional,BN
Anwar Ibrahim,Penang,Permatang Pauh,http://en.wikipedia.org/wiki/Anwar_Ibrahim,UMNO,United Malays National Organisation,8,"","Permatang Pauh, Penang",Barisan Nasional,BN
Abu Hassan Omar,Selangor,Kuala Selangor,http://en.wikipedia.org/wiki/Abu_Hassan_Omar,UMNO,United Malays National Organisation,8,"","Kuala Selangor, Selangor",Barisan Nasional,BN
Abdul Daim Zainuddin,Kedah,Merbok,http://en.wikipedia.org/wiki/Daim_Zainuddin,UMNO,United Malays National Organisation,8,"","Merbok, Kedah",Barisan Nasional,BN
Lee Kim Sai,Selangor,Hulu Langat,http://en.wikipedia.org/wiki/Lee_Kim_Sai,MCA,Malaysian Chinese Association,8,"","Hulu Langat, Selangor",Barisan Nasional,BN
Najib Razak,Pahang,Pekan,http://en.wikipedia.org/wiki/Najib_Razak,UMNO,United Malays National Organisation,8,"","Pekan, Pahang",Barisan Nasional,BN
Mohamed Rahmat,Johor,Pulai,http://en.wikipedia.org/wiki/Mohamed_Rahmat,UMNO,United Malays National Organisation,8,"","Pulai, Johor",Barisan Nasional,BN
Sabbaruddin Chik,Pahang,Temerloh,,UMNO,United Malays National Organisation,8,"","Temerloh, Pahang",Barisan Nasional,BN
Napsiah Omar,Negeri Sembilan,Kuala Pilah,,UMNO,United Malays National Organisation,8,"","Kuala Pilah, Negeri Sembilan",Barisan Nasional,BN
Mohamad Yusof Mohamed Nor,Terengganu,Besut,,UMNO,United Malays National Organisation,8,"","Besut, Terengganu",Barisan Nasional,BN
Lim Ah Lek,Pahang,Bentong,,MCA,Malaysian Chinese Association,8,"","Bentong, Pahang",Barisan Nasional,BN
Abang Abu Bakar Abang Mustapha,Sarawak,Kuala Rajang,,PBB,Parti Pesaka Bumiputera Bersatu,8,"","Kuala Rajang, Sarawak",Barisan Nasional,BN
Law Hieng Ding,Sarawak,Sarikei,,SUPP,Sarawak United Peoples' Party,8,"","Sarikei, Sarawak",Barisan Nasional,BN
Ting Chew Peh,Perak,Gopeng,,MCA,Malaysian Chinese Association,8,"","Gopeng, Perak",Barisan Nasional,BN
Sakaran Dandai,Sabah,Semporna,,UMNO,United Malays National Organisation,8,"","Semporna, Sabah",Barisan Nasional,BN
Syed Hamid Albar,Johor,Kota Tinggi,http://en.wikipedia.org/wiki/Syed_Hamid_Albar,UMNO,United Malays National Organisation,8,"","Kota Tinggi, Johor",Barisan Nasional,BN
Megat Junid Megat Ayub,Perak,Pasir Salak,http://en.wikipedia.org/wiki/Megat_Junid_Megat_Ayub,UMNO,United Malays National Organisation,8,"","Pasir Salak, Perak",Barisan Nasional,BN
Daud Taha,Johor,Batu Pahat,,UMNO,United Malays National Organisation,8,"","Batu Pahat, Johor",Barisan Nasional,BN
Tajol Rosli Mohd Ghazali,Perak,Gerik,http://en.wikipedia.org/wiki/Tajol_Rosli_Mohd_Ghazali,UMNO,United Malays National Organisation,8,"","Gerik, Perak",Barisan Nasional,BN
Alexander Yu Lung Lee,Federal Territory,Batu,,Gerakan,Parti Gerakan Rakyat Malaysia,8,"","Batu, Federal Territory",Barisan Nasional,BN
Wan Abu Bakar Wan Mohamad,Pahang,Jerantut,,UMNO,United Malays National Organisation,8,"","Jerantut, Pahang",Barisan Nasional,BN
Siti Zaharah Sulaiman,Pahang,Mentakab,,UMNO,United Malays National Organisation,8,"","Mentakab, Pahang",Barisan Nasional,BN
Loke Yuen Yow,Perak,Tanjong Malim,,MCA,Malaysian Chinese Association,8,"","Tanjong Malim, Perak",Barisan Nasional,BN
Osu Sukam,Sabah,Papar,http://en.wikipedia.org/wiki/Osu_Sukam,UMNO,United Malays National Organisation,8,"","Papar, Sabah",Barisan Nasional,BN
Railey Jeffrey,Sabah,Silam,,UMNO,United Malays National Organisation,8,"","Silam, Sabah",Barisan Nasional,BN
Zaleha Ismail,Selangor,Selayang,,UMNO,United Malays National Organisation,8,"","Selayang, Selangor",Barisan Nasional,BN
Raja Ariffin Raja Sulaiman,Kedah,Baling,,UMNO,United Malays National Organisation,8,"","Baling, Kedah",Barisan Nasional,BN
Mohd. Khalid Mohd. Yunus,Negeri Sembilan,Jempol,,UMNO,United Malays National Organisation,8,"","Jempol, Negeri Sembilan",Barisan Nasional,BN
Leo Michael Toyad,Sarawak,Mukah,http://en.wikipedia.org/wiki/Leo_Michael_Toyad,PBB,Parti Pesaka Bumiputera Bersatu,8,"","Mukah, Sarawak",Barisan Nasional,BN
Abdullah Fadzil Che Wan,Perak,Bukit Gantang,,UMNO,United Malays National Organisation,8,"","Bukit Gantang, Perak",Barisan Nasional,BN
Abdul Ghani Othman,Johor,Ledang,http://en.wikipedia.org/wiki/Abdul_Ghani_Othman,UMNO,United Malays National Organisation,8,"","Ledang, Johor",Barisan Nasional,BN
Suleiman Mohamed,Federal Territory,Titiwangsa,,UMNO,United Malays National Organisation,8,"","Titiwangsa, Federal Territory",Barisan Nasional,BN
Mohamed Farid Ariffin,Penang,Balik Pulau,,UMNO,United Malays National Organisation,8,"","Balik Pulau, Penang",Barisan Nasional,BN
Teng Gaik Kwan,Pahang,Raub,,MCA,Malaysian Chinese Association,8,"","Raub, Pahang",Barisan Nasional,BN
Peter Chin Fah Kui,Sarawak,Miri,http://en.wikipedia.org/wiki/Peter_Chin_Fah_Kui,SUPP,Sarawak United Peoples' Party,8,"","Miri, Sarawak",Barisan Nasional,BN
Chua Jui Meng,Johor,Bakri,http://en.wikipedia.org/wiki/Chua_Jui_Meng,MCA,Malaysian Chinese Association,8,"","Bakri, Johor",Barisan Nasional,BN
Abdul Kadir Sheikh Fadzir,Kedah,Kulim-Bandar Baharu,,UMNO,United Malays National Organisation,8,"","Kulim-Bandar Baharu, Kedah",Barisan Nasional,BN
Kerk Choo Ting,Perak,Taiping,,Gerakan,Parti Gerakan Rakyat Malaysia,8,"","Taiping, Perak",Barisan Nasional,BN
Tengku Mahmud Tengku Mansor,Terengganu,Setiu,,UMNO,United Malays National Organisation,8,"","Setiu, Terengganu",Barisan Nasional,BN
Mohd. Yasin Kamari,Johor,Sri Gading,,UMNO,United Malays National Organisation,8,"","Sri Gading, Johor",Barisan Nasional,BN
Wong See Wah,Negeri Sembilan,Rasah,,MCA,Malaysian Chinese Association,8,"","Rasah, Negeri Sembilan",Barisan Nasional,BN
Peter Tinggom Kamarau,Sarawak,Saratok,,SNAP,Sarawak National Party,8,"","Saratok, Sarawak",Barisan Nasional,BN
Fong Chan Onn,Malacca,Selandar,http://en.wikipedia.org/wiki/Fong_Chan_Onn,MCA,Malaysian Chinese Association,8,"","Selandar, Malacca",Barisan Nasional,BN
Abdul Hamid Othman,Kedah,Sik,,UMNO,United Malays National Organisation,8,"","Sik, Kedah",Barisan Nasional,BN
Chan Kong Choy,Pahang,Lipis,http://en.wikipedia.org/wiki/Chan_Kong_Choy,MCA,Malaysian Chinese Association,8,"","Lipis, Pahang",Barisan Nasional,BN
Abdul Rahman Sulaiman,Perak,Parit Buntar,,UMNO,United Malays National Organisation,8,"","Parit Buntar, Perak",Barisan Nasional,BN
Othman Abdul,Kedah,Pendang,http://en.wikipedia.org/wiki/Othman_Abdul,UMNO,United Malays National Organisation,8,"","Pendang, Kedah",Barisan Nasional,BN
Mohamed Jamrah,Perak,Bagan Datok,,UMNO,United Malays National Organisation,8,"","Bagan Datok, Perak",Barisan Nasional,BN
Ismail Said,Terengganu,Kemaman,,UMNO,United Malays National Organisation,8,"","Kemaman, Terengganu",Barisan Nasional,BN
Mohd. Noh Rajab,Negeri Sembilan,Tampin,,UMNO,United Malays National Organisation,8,"","Tampin, Negeri Sembilan",Barisan Nasional,BN
Douglas Uggah Embas,Sarawak,Betong,http://en.wikipedia.org/wiki/Douglas_Uggah_Embas,PBB,Parti Pesaka Bumiputera Bersatu,8,"","Betong, Sarawak",Barisan Nasional,BN
Mohd Shariff Omar,Penang,Tasek Gelugor,,UMNO,United Malays National Organisation,8,"","Tasek Gelugor, Penang",Barisan Nasional,BN
Yong Khoon Seng,Sarawak,Padawan,http://en.wikipedia.org/wiki/Yong_Khoon_Seng,SUPP,Sarawak United Peoples' Party,8,"","Padawan, Sarawak",Barisan Nasional,BN
Ong Ka Ting,Johor,Pontian,http://en.wikipedia.org/wiki/Ong_Ka_Ting,MCA,Malaysian Chinese Association,8,"","Pontian, Johor",Barisan Nasional,BN
Fauzi Abdul Rahman,Pahang,Kuantan,,UMNO,United Malays National Organisation,8,"","Kuantan, Pahang",Barisan Nasional,BN
Abdol Mulok Awang Damit,Federal Territory,Labuan,,UMNO,United Malays National Organisation,8,"","Labuan, Federal Territory",Barisan Nasional,BN
Abdul Ajib Ahmad,Johor,Mersing,http://en.wikipedia.org/wiki/Abdul_Ajib_Ahmad,UMNO,United Malays National Organisation,8,"","Mersing, Johor",Barisan Nasional,BN
Abdul Hadi Awang,Terengganu,Marang,http://en.wikipedia.org/wiki/Abdul_Hadi_Awang,PAS,Pan-Malaysian Islamic Party,8,"","Marang, Terengganu",Angkatan Perpaduan Ummah,APU
Abdul Hamid Abdul Rahman,Johor,Sungai Benut,,UMNO,United Malays National Organisation,8,"","Sungai Benut, Johor",Barisan Nasional,BN
Abdul Manan Othman,Terengganu,Kuala Terengganu,,S46,Semangat 46,8,"","Kuala Terengganu, Terengganu",Angkatan Perpaduan Ummah,APU
Abdul Malek Munip,Johor,Muar,,UMNO,United Malays National Organisation,8,"","Muar, Johor",Barisan Nasional,BN
Abdul Rashid Muhammad,Terengganu,Kuala Nerus,,UMNO,United Malays National Organisation,8,"","Kuala Nerus, Terengganu",Barisan Nasional,BN
Abdul Taib Mahmud,Sarawak,Kota Samarahan,http://en.wikipedia.org/wiki/Abdul_Taib_Mahmud,PBB,Parti Pesaka Bumiputera Bersatu,8,"","Kota Samarahan, Sarawak",Barisan Nasional,BN
Billy Abit Joo,Sarawak,Hulu Rajang,http://en.wikipedia.org/wiki/Billy_Abit_Joo,IND,Independent,8,"","Hulu Rajang, Sarawak",,
Abdullah Ahmad Badawi,Penang,Kepala Batas,http://en.wikipedia.org/wiki/Abdullah_Ahmad_Badawi,UMNO,United Malays National Organisation,8,"","Kepala Batas, Penang",Barisan Nasional,BN
Nik Abdullah Arshad,Kelantan,Pengkalan Chepa,,PAS,Pan-Malaysian Islamic Party,8,"","Pengkalan Chepa, Kelantan",Angkatan Perpaduan Ummah,APU
Affifudin Omar,Kedah,Padang Terap,,UMNO,United Malays National Organisation,8,"","Padang Terap, Kedah",Barisan Nasional,BN
Ahmad Nor,Penang,Bayan Baru,,DAP,Democratic Action Party,8,"","Bayan Baru, Penang",Gagasan Rakyat,GR
Ahmad Omar,Johor,Pagoh,,UMNO,United Malays National Organisation,8,"","Pagoh, Johor",Barisan Nasional,BN
Ahmad Shukri Hassan,Kelantan,Machang,,S46,Semangat 46,8,"","Machang, Kelantan",Angkatan Perpaduan Ummah,APU
Alias Md. Ali,Terengganu,Hulu Terengganu,,UMNO,United Malays National Organisation,8,"","Hulu Terengganu, Terengganu",Barisan Nasional,BN
Amir Kahar Mustapha,Sabah,Marudu,,UMNO,United Malays National Organisation,8,"","Marudu, Sabah",Barisan Nasional,BN
Awang Jabar,Terengganu,Dungun,,UMNO,United Malays National Organisation,8,"","Dungun, Terengganu",Barisan Nasional,BN
Badruddin Amiruldin,Kedah,Jerai,http://en.wikipedia.org/wiki/Badruddin_Amiruldin,UMNO,United Malays National Organisation,8,"","Jerai, Kedah",Barisan Nasional,BN
